id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sekolah,jumlah_sekolah,satuan,tahun_ajaran
243,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15,UNIT,2020/2021
244,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,42,UNIT,2020/2021
245,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18,UNIT,2020/2021
246,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,97,UNIT,2020/2021
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,15,UNIT,2020/2021
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,176,UNIT,2020/2021
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,9,UNIT,2020/2021
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,90,UNIT,2020/2021
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,6,UNIT,2020/2021
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,25,UNIT,2020/2021
253,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,5,UNIT,2020/2021
254,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,98,UNIT,2020/2021
255,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,4,UNIT,2020/2021
256,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,25,UNIT,2020/2021
257,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,16,UNIT,2020/2021
258,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,104,UNIT,2020/2021
259,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,2,UNIT,2020/2021
260,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,26,UNIT,2020/2021
261,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,15,UNIT,2020/2021
262,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,127,UNIT,2020/2021
263,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4,UNIT,2020/2021
264,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,125,UNIT,2020/2021
265,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,3,UNIT,2020/2021
266,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,20,UNIT,2020/2021
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,4,UNIT,2020/2021
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,46,UNIT,2020/2021
269,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,4,UNIT,2020/2021
270,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,13,UNIT,2020/2021
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,11,UNIT,2021/2022
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,350,UNIT,2021/2022
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,11,UNIT,2021/2022
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,153,UNIT,2021/2022
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,28,UNIT,2021/2022
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,157,UNIT,2021/2022
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11,UNIT,2021/2022
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,128,UNIT,2021/2022
279,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,15,UNIT,2021/2022
280,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,162,UNIT,2021/2022
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,14,UNIT,2021/2022
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,121,UNIT,2021/2022
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8,UNIT,2021/2022
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,60,UNIT,2021/2022
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,9,UNIT,2021/2022
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,34,UNIT,2021/2022
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,8,UNIT,2021/2022
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,101,UNIT,2021/2022
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,11,UNIT,2021/2022
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,44,UNIT,2021/2022
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7,UNIT,2021/2022
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,82,UNIT,2021/2022
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19,UNIT,2021/2022
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,119,UNIT,2021/2022
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,16,UNIT,2021/2022
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,94,UNIT,2021/2022
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15,UNIT,2021/2022
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,43,UNIT,2021/2022
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18,UNIT,2021/2022
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,97,UNIT,2021/2022
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,15,UNIT,2021/2022
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,176,UNIT,2021/2022
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,9,UNIT,2021/2022
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,90,UNIT,2021/2022
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,6,UNIT,2021/2022
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,25,UNIT,2021/2022
307,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,5,UNIT,2021/2022
308,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,98,UNIT,2021/2022
309,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,4,UNIT,2021/2022
310,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,25,UNIT,2021/2022
311,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,16,UNIT,2021/2022
312,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,103,UNIT,2021/2022
313,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,2,UNIT,2021/2022
314,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,26,UNIT,2021/2022
315,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,15,UNIT,2021/2022
316,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,128,UNIT,2021/2022
317,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4,UNIT,2021/2022
318,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,122,UNIT,2021/2022
319,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,3,UNIT,2021/2022
320,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,20,UNIT,2021/2022
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,4,UNIT,2021/2022
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,46,UNIT,2021/2022
323,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,4,UNIT,2021/2022
324,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,13,UNIT,2021/2022
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,11,UNIT,2022/2023
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,358,UNIT,2022/2023
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,11,UNIT,2022/2023
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,156,UNIT,2022/2023
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,28,UNIT,2022/2023
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,159,UNIT,2022/2023
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11,UNIT,2022/2023
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,130,UNIT,2022/2023
333,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,15,UNIT,2022/2023
334,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,164,UNIT,2022/2023
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,14,UNIT,2022/2023
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,121,UNIT,2022/2023
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8,UNIT,2022/2023
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,61,UNIT,2022/2023
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,9,UNIT,2022/2023
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,34,UNIT,2022/2023
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,8,UNIT,2022/2023
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,101,UNIT,2022/2023
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,11,UNIT,2022/2023
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,45,UNIT,2022/2023
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7,UNIT,2022/2023
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,82,UNIT,2022/2023
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19,UNIT,2022/2023
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,119,UNIT,2022/2023
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,16,UNIT,2022/2023
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,95,UNIT,2022/2023
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15,UNIT,2022/2023
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,44,UNIT,2022/2023
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18,UNIT,2022/2023
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,97,UNIT,2022/2023
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,15,UNIT,2022/2023
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,179,UNIT,2022/2023
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,9,UNIT,2022/2023
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,91,UNIT,2022/2023
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,6,UNIT,2022/2023
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,25,UNIT,2022/2023
361,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,5,UNIT,2022/2023
362,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,99,UNIT,2022/2023
363,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,4,UNIT,2022/2023
364,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,25,UNIT,2022/2023
365,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,16,UNIT,2022/2023
366,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,102,UNIT,2022/2023
367,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,2,UNIT,2022/2023
368,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,26,UNIT,2022/2023
369,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,15,UNIT,2022/2023
370,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,129,UNIT,2022/2023
371,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4,UNIT,2022/2023
372,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,121,UNIT,2022/2023
373,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,3,UNIT,2022/2023
374,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,20,UNIT,2022/2023
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,4,UNIT,2022/2023
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,47,UNIT,2022/2023
377,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,4,UNIT,2022/2023
378,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,13,UNIT,2022/2023
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,11,UNIT,2023/2024
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,364,UNIT,2023/2024
381,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,11,UNIT,2023/2024
382,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,155,UNIT,2023/2024
383,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,28,UNIT,2023/2024
384,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,159,UNIT,2023/2024
385,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11,UNIT,2023/2024
386,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,130,UNIT,2023/2024
387,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,15,UNIT,2023/2024
388,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,162,UNIT,2023/2024
389,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,14,UNIT,2023/2024
390,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,123,UNIT,2023/2024
391,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8,UNIT,2023/2024
392,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,59,UNIT,2023/2024
393,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,9,UNIT,2023/2024
394,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,34,UNIT,2023/2024
395,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,8,UNIT,2023/2024
396,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,101,UNIT,2023/2024
397,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,11,UNIT,2023/2024
398,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,43,UNIT,2023/2024
399,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7,UNIT,2023/2024
400,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,83,UNIT,2023/2024
401,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19,UNIT,2023/2024
402,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,119,UNIT,2023/2024
403,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,16,UNIT,2023/2024
404,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,94,UNIT,2023/2024
405,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15,UNIT,2023/2024
406,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,45,UNIT,2023/2024
407,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18,UNIT,2023/2024
408,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,99,UNIT,2023/2024
409,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,15,UNIT,2023/2024
410,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,178,UNIT,2023/2024
411,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,9,UNIT,2023/2024
412,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,90,UNIT,2023/2024
413,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,6,UNIT,2023/2024
414,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,24,UNIT,2023/2024
415,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,5,UNIT,2023/2024
416,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,98,UNIT,2023/2024
417,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,4,UNIT,2023/2024
418,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,25,UNIT,2023/2024
419,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,16,UNIT,2023/2024
420,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,96,UNIT,2023/2024
421,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,2,UNIT,2023/2024
422,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,26,UNIT,2023/2024
423,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,15,UNIT,2023/2024
424,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,127,UNIT,2023/2024
425,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4,UNIT,2023/2024
426,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,121,UNIT,2023/2024
427,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,3,UNIT,2023/2024
428,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,20,UNIT,2023/2024
429,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,4,UNIT,2023/2024
430,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,46,UNIT,2023/2024
431,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,4,UNIT,2023/2024
432,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,13,UNIT,2023/2024
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,11,UNIT,2024/2025
434,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,364,UNIT,2024/2025
435,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,11,UNIT,2024/2025
436,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,155,UNIT,2024/2025
437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,28,UNIT,2024/2025
438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,159,UNIT,2024/2025
439,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11,UNIT,2024/2025
440,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,130,UNIT,2024/2025
441,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,15,UNIT,2024/2025
442,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,162,UNIT,2024/2025
443,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,14,UNIT,2024/2025
444,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,123,UNIT,2024/2025
445,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8,UNIT,2024/2025
446,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,59,UNIT,2024/2025
447,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,9,UNIT,2024/2025
448,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,34,UNIT,2024/2025
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,8,UNIT,2024/2025
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,101,UNIT,2024/2025
451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,11,UNIT,2024/2025
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,43,UNIT,2024/2025
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7,UNIT,2024/2025
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,83,UNIT,2024/2025
455,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19,UNIT,2024/2025
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,119,UNIT,2024/2025
457,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,16,UNIT,2024/2025
458,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,94,UNIT,2024/2025
459,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15,UNIT,2024/2025
460,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,45,UNIT,2024/2025
461,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18,UNIT,2024/2025
462,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,99,UNIT,2024/2025
463,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,15,UNIT,2024/2025
464,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,178,UNIT,2024/2025
465,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,9,UNIT,2024/2025
466,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,90,UNIT,2024/2025
467,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,6,UNIT,2024/2025
468,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,24,UNIT,2024/2025
469,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,5,UNIT,2024/2025
470,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,98,UNIT,2024/2025
471,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,4,UNIT,2024/2025
472,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,25,UNIT,2024/2025
473,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,16,UNIT,2024/2025
474,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,96,UNIT,2024/2025
475,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,2,UNIT,2024/2025
476,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,26,UNIT,2024/2025
477,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,15,UNIT,2024/2025
478,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,127,UNIT,2024/2025
479,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4,UNIT,2024/2025
480,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,121,UNIT,2024/2025
481,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,3,UNIT,2024/2025
482,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,20,UNIT,2024/2025
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,4,UNIT,2024/2025
484,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,46,UNIT,2024/2025
485,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,4,UNIT,2024/2025
486,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,13,UNIT,2024/2025
